NIS code;Woonplaats;Mannen;Vrouwen;Totaal
13010;Grobbendonk;5629;5620;11249
13011;Herentals;13911;14283;28194
13012;Herenthout;4542;4643;9185
13013;Herselt;7408;7241;14649
13014;Hoogstraten;10987;10573;21560
13016;Hulshout;5291;5262;10553
13017;Kasterlee;9591;9461;19052
13019;Lille;8328;8189;16517
13021;Meerhout;5205;5074;10279
13023;Merksplas;4357;4259;8616
13025;Mol;18393;18628;37021
13029;Olen;6337;6263;12600
13031;Oud-Turnhout;7058;7143;14201
13035;Ravels;7637;7467;15104
13036;Retie;5832;5750;11582
13037;Rijkevorsel;6169;6093;12262
13040;Turnhout;22842;23032;45874
13044;Vorselaar;4017;3978;7995
13046;Vosselaar;5743;5700;11443
13049;Westerlo;12655;12633;25288
13053;Laakdal;8145;8148;16293
20001;Provincie Vlaams-Brabant;570360;591724;1162084
20002;Provincie Waals-Brabant;197785;209612;407397
21000;Arrondissement Brussel-Hoofdstad;599074;620896;1219970
21001;Anderlecht;60837;61092;121929
21002;Oudergem;16638;18085;34723
21003;Sint-Agatha-Berchem;12332;13109;25441
21004;Brussel;95528;91388;186916
21005;Etterbeek;23323;25008;48331
21006;Evere;20638;22423;43061
21007;Vorst (Brussel-Hoofdstad);27297;28984;56281
21008;Ganshoren;12110;13079;25189
21009;Elsene;42830;44658;87488
21010;Jette;25567;27287;52854
21011;Koekelberg;10934;10939;21873
21012;Sint-Jans-Molenbeek;48877;49235;98112
21013;Sint-Gillis;24728;24468;49196
21014;Sint-Joost-ten-Node;14230;12894;27124
21015;Schaarbeek;65374;66077;131451
21016;Ukkel;39521;45253;84774
21017;Watermaal-Bosvoorde;11617;13604;25221
21018;Sint-Lambrechts-Woluwe;27034;30976;58010
21019;Sint-Pieters-Woluwe;19659;22337;41996
23000;Arrondissement Halle-Vilvoorde;316703;332383;649086
23002;Asse;16596;17231;33827
23003;Beersel;12717;13039;25756
23009;Bever;1098;1103;2201
23016;Dilbeek;21145;22587;43732
23023;Galmaarden;4362;4452;8814
23024;Gooik;4566;4664;9230
23025;Grimbergen;18504;19810;38314
23027;Halle (Halle-Vilvoorde);19731;20925;40656
23032;Herne;3303;3403;6706
23033;Hoeilaart;5634;5875;11509
23038;Kampenhout;6035;6245;12280
23039;Kapelle-op-den-Bos;4621;4903;9524
23044;Liedekerke;6600;6882;13482
23045;Londerzeel;9361;9655;19016
23047;Machelen (Halle-Vilvoorde);7761;8134;15895
23050;Meise;9670;10120;19790
23052;Merchtem;8403;8751;17154
23060;Opwijk;7271;7522;14793
23062;Overijse;12556;13099;25655
23064;Pepingen;2247;2252;4499
23077;Sint-Pieters-Leeuw;17152;17909;35061
23081;Steenokkerzeel;6063;6309;12372
23086;Ternat;7944;8200;16144
23088;Vilvoorde;22193;23522;45715
23094;Zaventem;17202;17982;35184
23096;Zemst;11450;11864;23314
23097;Roosdaal;5757;5931;11688
23098;Drogenbos;2669;3030;5699
23099;Kraainem;6708;7139;13847
23100;Linkebeek;2231;2508;4739
23101;Sint-Genesius-Rode;8993;9633;18626
23102;Wemmel;8257;8756;17013
23103;Wezembeek-Oppem;6826;7428;14254
23104;Lennik;4498;4692;9190
23105;Affligem;6579;6828;13407
24000;Arrondissement Leuven;253657;259341;512998
24001;Aarschot;14840;15441;30281
24007;Begijnendijk;5060;5262;10322
24008;Bekkevoort;3236;3112;6348
24009;Bertem;5024;5166;10190
24011;Bierbeek;5086;5108;10194
24014;Boortmeerbeek;6286;6425;12711
24016;Boutersem;4068;4181;8249
24020;Diest;11988;12382;24370
24028;Geetbets;3098;3090;6188
24033;Haacht;7417;7663;15080
24038;Herent;10785;11261;22046
24041;Hoegaarden;3440;3403;6843
24043;Holsbeek;5052;5096;10148
24045;Huldenberg;4931;5050;9981
24048;Keerbergen;6380;6693;13073
24054;Kortenaken;3949;3949;7898
24055;Kortenberg;10047;10378;20425
24059;Landen;7847;8204;16051
24062;Leuven;50643;50389;101032
24066;Lubbeek;7328;7400;14728
24086;Oud-Heverlee;5563;5646;11209
24094;Rotselaar;8468;8613;17081
24104;Tervuren;11104;11757;22861
24107;Tienen;17245;18300;35545
24109;Tremelo;7458;7550;15008
24130;Zoutleeuw;4184;4347;8531
24133;Linter;3604;3649;7253
24134;Scherpenheuvel-Zichem;11448;11687;23135
24135;Tielt-Winge;5446;5431;10877
24137;Glabbeek;2632;2708;5340
25000;Arrondissement Nijvel;197785;209612;407397
25005;Bevekom;3551;3639;7190
25014;Eigenbrakel;19289;20804;40093
25015;Kasteelbrakel;5143;5389;10532
25018;Chaumont-Gistoux;5684;5946;11630
25023;Court-Saint-Etienne;5196;5403;10599
25031;Genepiën;7682;7950;15632
25037;Graven;6868;7116;13984
25043;Incourt;2731;2790;5521
25044;Itter;3415;3606;7021
25048;Geldenaken;6989;7320;14309
25050;Terhulpen;3571;3870;7441
25068;Mont-Saint-Guibert;3909;4031;7940
25072;Nijvel;13750;15282;29032
25084;Perwijs (Nijvel);4584;4865;9449
25091;Rixensart;10837;11927;22764
25105;Tubeke;13363;13975;27338
25107;Villers-la-Ville;5393;5498;10891
25110;Waterloo;14410;15969;30379
25112;Waver;16796;18030;34826
25117;Chastre;3812;3914;7726
25118;Hélécine;1812;1836;3648
25119;Lasne;7002;7269;14271
25120;Orp-Jauche;4425;4576;9001
25121;Ottignies-Louvain-la-Neuve;15158;16000;31158
25122;Ramillies;3289;3303;6592
25123;Rebecq;5427;5555;10982
25124;Walhain;3699;3749;7448
30000;Provincie West-Vlaanderen;596791;606521;1203312
31000;Arrondissement Brugge;139329;143575;282904
31003;Beernem;8051;7794;15845
31004;Blankenberge;10143;10336;20479
31005;Brugge;57823;60644;118467
31006;Damme;5465;5508;10973
31012;Jabbeke;6981;7100;14081
31022;Oostkamp;11855;11977;23832
31033;Torhout;10207;10283;20490
31040;Zedelgem;11479;11422;22901
31042;Zuienkerke;1383;1367;2750
31043;Knokke-Heist;15942;17144;33086
32000;Arrondissement Diksmuide;25916;25858;51774
32003;Diksmuide;8406;8409;16815
32006;Houthulst;5128;5086;10214
32010;Koekelare;4371;4374;8745
32011;Kortemark;6367;6376;12743
32030;Lo-Reninge;1644;1613;3257
33000;Arrondissement Ieper;53240;53215;106455
33011;Ieper;17238;17716;34954
33016;Mesen;528;523;1051
33021;Poperinge;9778;9908;19686
33029;Wervik;9459;9405;18864
33037;Zonnebeke;6296;6215;12511
33039;Heuvelland;4066;3831;7897
33040;Langemark-Poelkapelle;4007;3836;7843
33041;Vleteren;1868;1781;3649
34000;Arrondissement Kortrijk;145206;148132;293338
34002;Anzegem;7484;7361;14845
34003;Avelgem;5051;5198;10249
34009;Deerlijk;5993;6189;12182
34013;Harelbeke;14321;14293;28614
34022;Kortrijk;38084;39129;77213
34023;Kuurne;6790;7004;13794
34025;Lendelede;2852;2914;5766
34027;Menen;16705;17003;33708
34040;Waregem;19003;19532;38535
34041;Wevelgem;15571;15932;31503
34042;Zwevegem;12333;12520;24853
34043;Spiere-Helkijn;1019;1057;2076
35000;Arrondissement Oostende;78118;80035;158153
35002;Bredene;8970;9116;18086
35005;Gistel;6002;6105;12107
35006;Ichtegem;7076;6992;14068
35011;Middelkerke;9769;9907;19676
35013;Oostende;35231;36524;71755
35014;Oudenburg;4853;4819;9672
35029;De Haan;6217;6572;12789
36000;Arrondissement Roeselare;77270;77745;155015
36006;Hooglede;5028;4897;9925
36007;Ingelmunster;5537;5652;11189
36008;Izegem;14075;14479;28554
36010;Ledegem;4837;4878;9715
36011;Lichtervelde;4521;4441;8962
36012;Moorslede;5691;5754;11445
36015;Roeselare;31812;31951;63763
36019;Staden;5769;5693;11462
37000;Arrondissement Tielt;47114;46612;93726
37002;Dentergem;4349;4295;8644
37007;Meulebeke;5490;5395;10885
37010;Oostrozebeke;3966;3977;7943
37011;Pittem;3412;3372;6784
37012;Ruiselede;2691;2688;5379
37015;Tielt (Tielt);10192;10198;20390
37017;Wielsbeke;4977;4874;9851
37018;Wingene;7475;7224;14699
37020;Ardooie;4562;4589;9151
38000;Arrondissement Veurne;30598;31349;61947
38002;Alveringem;2588;2436;5024
38008;De Panne;5543;5689;11232
38014;Koksijde;10736;11116;21852
38016;Nieuwpoort;5756;5911;11667
38025;Veurne;5975;6197;12172
40000;Provincie Oost-Vlaanderen;757038;774707;1531745
41000;Arrondissement Aalst;145560;150454;296014
41002;Aalst (Aalst);43239;44739;87978
41011;Denderleeuw;10180;10550;20730
41018;Geraardsbergen;16745;17225;33970
41024;Haaltert;9314;9578;18892
41027;Herzele;9123;9291;18414
41034;Lede;9398;9582;18980
41048;Ninove;19271;20098;39369
41063;Sint-Lievens-Houtem;5187;5287;10474
41081;Zottegem;13072;13849;26921
41082;Erpe-Mere;10031;10255;20286
42000;Arrondissement Dendermonde;99971;103007;202978
42003;Berlare;7510;7712;15222
42004;Buggenhout;7267;7422;14689
42006;Dendermonde;22424;23591;46015
42008;Hamme (Dendermonde);12358;12622;24980
42010;Laarne;6098;6273;12371
42011;Lebbeke;9672;9888;19560
42023;Waasmunster;5457;5455;10912
42025;Wetteren;12851;13355;26206
42026;Wichelen;5761;5929;11690
42028;Zele;10573;10760;21333
43000;Arrondissement Eeklo;43202;43381;86583
43002;Assenede;7134;7235;14369
43005;Eeklo;10608;10941;21549
43007;Kaprijke;3221;3287;6508
43010;Maldegem;12069;12045;24114
43014;Sint-Laureins;3527;3392;6919
43018;Zelzate;6643;6481;13124
44000;Arrondissement Gent;280176;284885;565061
44012;De Pinte;5306;5684;10990
44013;Destelbergen;9139;9544;18683
44019;Evergem;17637;18154;35791
44020;Gavere;6418;6589;13007
44021;Gent;131483;132220;263703
44034;Lochristi;11207;11414;22621
44040;Melle;5663;6119;11782
44043;Merelbeke;12185;12594;24779
44045;Moerbeke (Gent);3292;3327;6619
44048;Nazareth;5826;6018;11844
44052;Oosterzele;6894;6846;13740
44064;Sint-Martens-Latem;4022;4263;8285
44073;Wachtebeke;3823;3946;7769
44081;Zulte;7966;7877;15843
44083;Deinze;21690;22232;43922
44084;Aalter;14673;14569;29242
44085;Lievegem;12952;13489;26441
45000;Arrondissement Oudenaarde;61818;63202;125020
45035;Oudenaarde;15735;15915;31650
45041;Ronse;12972;13538;26510
45059;Brakel;7279;7483;14762
45060;Kluisbergen;3314;3368;6682
45061;Wortegem-Petegem;3249;3196;6445
45062;Horebeke;965;1044;2009
45063;Lierde;3333;3293;6626
45064;Maarkedal;3079;3283;6362
45065;Zwalm;4076;4148;8224
45068;Kruisem;7816;7934;15750
46000;Arrondissement Sint-Niklaas;126311;129778;256089
46003;Beveren (Sint-Niklaas);24269;24793;49062
46013;Kruibeke;8303;8482;16785
46014;Lokeren;20812;21333;42145
46020;Sint-Gillis-Waas;9734;9856;19590
46021;Sint-Niklaas (Sint-Niklaas);38876;40481;79357
46024;Stekene;9305;9558;18863
46025;Temse;15012;15275;30287
50000;Provincie Henegouwen;655872;690075;1345947
51000;Arrondissement Aat;63016;65594;128610
51004;Aat;14292;15279;29571
51008;Beloeil;6936;7138;14074
51009;Bernissart;5756;6048;11804
51012;Brugelette;1824;1868;3692
51014;Chièvres;3444;3498;6942
51017;Elzele;2980;3024;6004
51019;Vloesberg;1700;1735;3435
51065;Frasnes-lez-Anvaing;5827;6047;11874
51067;Edingen;6887;7268;14155
51068;Opzullik;4175;4202;8377
51069;Lessen;9195;9487;18682
52000;Arrondissement Charleroi;192269;203563;395832
52010;Chapelle-lez-Herlaimont;7074;7661;14735
52011;Charleroi;98566;103271;201837
52012;Châtelet;17170;18397;35567
52015;Courcelles;15058;15995;31053
52018;Farciennes;5448;5803;11251
52021;Fleurus;11089;11886;22975
52022;Fontaine-l’Evêque;8677;9282;17959
52025;Gerpinnes;6128;6607;12735
52048;Montigny-le-Tilleul;4788;5342;10130
52055;Pont-à-Celles;8463;8874;17337
52074;Aiseau-Presles;5218;5572;10790
52075;Les Bons Villers;4590;4873;9463
53000;Arrondissement Bergen;125461;133546;259007
53014;Boussu;9442;10400;19842
53020;Dour;8012;8516;16528
53028;Frameries;10321;11424;21745
53039;Hensies;3291;3547;6838
53044;Jurbeke;5209;5446;10655
53046;Lens;2271;2358;4629
53053;Bergen;46721;48984;95705
53065;Quaregnon;9104;9836;18940
53068;Quiévrain;3283;3495;6778
53070;Saint-Ghislain;11273;12178;23451
53082;Colfontaine;10008;10685;20693
53083;Honnelles;2548;2582;5130
53084;Quévy;3978;4095;8073
55000;Arrondissement Zinnik;51726;53936;105662
55004;’s Gravenbrakel;10972;11318;22290
55035;Le Roeulx;4309;4495;8804
55040;Zinnik;13783;14528;28311
55050;Ecaussinnes;5539;5764;11303
55085;Seneffe;5553;5854;11407
55086;Manage;11570;11977;23547
56000;Arrondissement Thuin;45195;46664;91859
56001;Anderlues;6090;6339;12429
56005;Beaumont;3574;3546;7120
56016;Chimay;4761;4886;9647
56022;Erquelinnes;4884;5129;10013
56029;Froidchapelle;2018;1993;4011
56044;Lobbes;2867;2994;5861
56049;Merbes-le-Château;2117;2111;4228
56051;Momignies;2666;2644;5310
56078;Thuin;7271;7516;14787
56086;Ham-sur-Heure-Nalinnes;6581;7074;13655
56088;Sivry-Rance;2366;2432;4798
57000;Arrondissement Doornik-Moeskroen;109581;114039;223620
57003;Antoing;3752;3886;7638
57018;Celles (Doornik);2801;2811;5612
57027;Estaimpuis;5185;5361;10546
57062;Pecq;2898;2931;5829
57064;Péruwelz;8426;8752;17178
57072;Rumes;2593;2653;5246
57081;Doornik;33814;34981;68795
57093;Brunehaut;4026;4048;8074
57094;Leuze-en-Hainaut;6780;7179;13959
57095;Mont-de-l’Enclus;1914;1877;3791
57096;Moeskroen;28564;30298;58862
57097;Komen-Waasten;8828;9262;18090
58000;Arrondissement La Louvière;68624;72733;141357
58001;La Louvière;39396;41548;80944
58002;Binche;16044;17372;33416
58003;Estinnes;3891;3944;7835
58004;Morlanwelz;9293;9869;19162
60000;Provincie Luik;543255;565812;1109067
61000;Arrondissement Hoei;56161;58132;114293
61003;Amay;7003;7365;14368
61010;Burdinne;1652;1648;3300
61012;Clavier;2337;2399;4736
61019;Ferrières;2555;2468;5023
61024;Hamoir;1913;1947;3860
61028;Héron;2737;2805;5542
61031;Hoei;10363;11029;21392
61039;Marchin;2726;2775;5501
61041;Modave;2131;2089;4220
61043;Nandrin;2789;2985;5774
61048;Ouffet;1368;1433;2801
61063;Verlaine;2118;2128;4246
61068;Villers-Le-Bouillet;3209;3383;6592
61072;Wanze;6766;7047;13813
61079;Anthisnes;2069;2129;4198
61080;Engis;3088;3119;6207
61081;Tinlot;1337;1383;2720
62000;Arrondissement Luik;304754;319720;624474
62003;Ans;13606;14897;28503
62006;Awans;4448;4759;9207
62009;Aywaille;6208;6399;12607
62011;Bitsingen;4441;4501;8942
62015;Beyne-Heusay;5747;6215;11962
62022;Chaudfontaine;9976;10831;20807
62026;Comblain-au-Pont;2597;2778;5375
62027;Dalhem;3730;3871;7601
62032;Esneux;6350;6668;13018
62038;Fléron;7691;8523;16214
62051;Herstal;19439;20718;40157
62060;Juprelle;4695;4768;9463
62063;Luik;97366;98930;196296
62079;Oupeye;12317;13059;25376
62093;Saint-Nicolas (Luik);11636;12632;24268
62096;Seraing;30822;32965;63787
62099;Soumagne;8367;8833;17200
62100;Sprimont;7241;7691;14932
62108;Wezet;8635;9230;17865
62118;Grâce-Hollogne;11256;11604;22860
62119;Blegny;6551;6831;13382
62120;Flémalle;12704;13698;26402
62121;Neupré;4848;5090;9938
62122;Trooz;4083;4229;8312
63000;Arrondissement Verviers;142163;145848;288011
63001;Amel;2841;2682;5523
63003;Aubel;2105;2171;4276
63004;Baelen;2229;2207;4436
63012;Büllingen;2820;2635;5455
63013;Bütgenbach;2817;2787;5604
63020;Dison;7460;7671;15131
63023;Eupen;9732;10168;19900
63035;Herve;8529;8944;17473
63038;Jalhay;4291;4388;8679
63040;Kelmis;5429;5657;11086
63045;Lierneux;1809;1755;3564
63046;Limburg;2922;2945;5867
63048;Lontzen;2928;2957;5885
63049;Malmedy;6182;6596;12778
63057;Olne;2035;2016;4051
63058;Pepinster;4693;4922;9615
63061;Raeren;5374;5515;10889
63067;Sankt Vith;4936;4917;9853
63072;Spa;4914;5208;10122
63073;Stavelot;3614;3581;7195
63075;Stoumont;1593;1581;3174
63076;Theux;5886;6125;12011
63079;Verviers;26928;28231;55159
63080;Weismes;3745;3672;7417
63084;Welkenraedt;4988;5187;10175
63086;Trois-Ponts;1264;1291;2555
63087;Burg-Reuland;2001;1948;3949
63088;Plombières;5256;5291;10547
63089;Thimister-Clermont;2842;2800;5642
64000;Arrondissement Borgworm;40177;42112;82289
64008;Berloz;1614;1571;3185
64015;Braives;3177;3207;6384
64021;Crisnée;1722;1774;3496
64023;Donceel;1563;1545;3108
64025;Fexhe-le-Haut-Clocher;1635;1634;3269
64029;Geer;1718;1769;3487
64034;Hannuit;8090;8734;16824
64047;Lijsem;1625;1693;3318
64056;Oerle;1893;2023;3916
64063;Remicourt;2955;3094;6049
64065;Saint-Georges-sur-Meuse;3482;3575;7057
64074;Borgworm;7253;8002;15255
64075;Wasseiges;1471;1525;2996
64076;Faimes;1979;1966;3945
70000;Provincie Limburg;438403;441994;880397
71000;Arrondissement Hasselt;209062;213038;422100
71002;As;4089;4190;8279
71004;Beringen;23504;23378;46882
71011;Diepenbeek;9578;9579;19157
71016;Genk;32929;33744;66673
71017;Gingelom;4216;4210;8426
71020;Halen;4668;4692;9360
71022;Hasselt;38746;40343;79089
71024;Herk-de-Stad;6286;6430;12716
71034;Leopoldsburg;7986;8079;16065
71037;Lummen;7616;7470;15086
71045;Nieuwerkerken (Hasselt);3467;3595;7062
71053;Sint-Truiden;19991;20566;40557
71057;Tessenderlo;9322;9559;18881
71066;Zonhoven;10546;10793;21339
71067;Zutendaal;3662;3628;7290
71069;Ham;5500;5531;11031
71070;Heusden-Zolder;16956;17251;34207
72000;Arrondissement Maaseik;126873;125858;252731
72003;Bocholt;6652;6601;13253
72004;Bree;7991;8106;16097
72018;Kinrooi;6190;6026;12216
72020;Lommel;17223;17032;34255
72021;Maaseik;12683;12706;25389
72030;Peer;8259;8162;16421
72037;Hamont-Achel;7269;7068;14337
72038;Hechtel-Eksel;6389;6154;12543
72039;Houthalen-Helchteren;15260;15238;30498
72041;Dilsen-Stokkem;10351;10468;20819
72042;Oudsbergen;11874;11646;23520
72043;Pelt;16732;16651;33383
73000;Arrondissement Tongeren;102468;103098;205566
73001;Alken;5843;5842;11685
73006;Bilzen;16090;16446;32536
73009;Borgloon;5557;5566;11123
73022;Heers;3671;3668;7339
73028;Herstappe;47;31;78
73032;Hoeselt;4855;4885;9740
73040;Kortessem;4217;4226;8443
73042;Lanaken;13042;12880;25922
73066;Riemst;8366;8343;16709
73083;Tongeren;15409;15815;31224
73098;Wellen;3693;3720;7413
73107;Maasmechelen;19572;19589;39161
73109;Voeren;2106;2087;4193
80000;Provincie Luxemburg;143761;144961;288722
81000;Arrondissement Aarlen;31633;31913;63546
81001;Aarlen;15169;15224;30393
81003;Attert;2823;2831;5654
81004;Aubange;8555;8696;17251
81013;Martelange;957;959;1916
81015;Messancy;4129;4203;8332
82000;Arrondissement Bastenaken;24676;24676;49352
82003;Bastenaken;8091;8205;16296
82005;Bertogne;1893;1857;3750
82009;Fauvillers;1164;1174;2338
82014;Houffalize;2656;2580;5236
82032;Vielsalm;3929;3950;7879
82036;Vaux-sur-Sûre;2918;2944;5862
82037;Gouvy;2725;2679;5404
82038;Sainte-Ode;1300;1287;2587
83000;Arrondissement Marche-en-Famenne;28501;28583;57084
83012;Durbuy;5720;5811;11531
83013;Erezée;1666;1617;3283
83028;Hotton;2811;2851;5662
83031;La Roche-en-Ardenne;2134;2079;4213
83034;Marche-en-Famenne;8696;8962;17658
83040;Nassogne;2872;2717;5589
83044;Rendeux;1332;1319;2651
83049;Tenneville;1430;1460;2890
83055;Manhay;1840;1767;3607
84000;Arrondissement Neufchâteau;32070;32284;64354
84009;Bertrix;4420;4516;8936
84010;Bouillon;2676;2744;5420
84016;Daverdisse;700;715;1415
84029;Herbeumont;858;795;1653
84033;Léglise;2899;2727;5626
84035;Libin;2654;2632;5286
84043;Neufchâteau (Neufchâteau);3898;3938;7836
84050;Paliseul;2737;2716;5453
84059;Saint-Hubert;2769;2856;5625
84068;Tellin;1247;1261;2508
84075;Wellin;1517;1597;3114
84077;Libramont-Chevigny;5695;5787;11482
85000;Arrondissement Virton;26881;27505;54386
85007;Chiny;2641;2601;5242
85009;Etalle;2971;2977;5948
85011;Florenville;2796;2891;5687
85024;Meix-devant-Virton;1389;1444;2833
85026;Musson;2291;2365;4656
85034;Saint-Léger (Virton);1812;1879;3691
85039;Tintigny;2178;2162;4340
85045;Virton;5577;5794;11371
85046;Habay;4192;4318;8510
85047;Rouvroy;1034;1074;2108
90000;Provincie Namen;243847;253226;497073
91000;Arrondissement Dinant;55203;56609;111812
91005;Anhée;3523;3649;7172
91013;Beauraing;4500;4760;9260
91015;Bièvre;1697;1690;3387
91030;Ciney;8088;8734;16822
91034;Dinant;6517;6783;13300
91054;Gedinne;2304;2342;4646
91059;Hamois;3690;3693;7383
91064;Havelange;2605;2688;5293
91072;Houyet;2500;2561;5061
91103;Onhaye;1651;1596;3247
91114;Rochefort;6224;6424;12648
91120;Somme-Leuze;2944;2936;5880
91141;Yvoir;4518;4587;9105
91142;Hastière;3142;2926;6068
91143;Vresse-sur-Semois;1300;1240;2540
92000;Arrondissement Namen;155988;162981;318969
92003;Andenne;13522;14147;27669
92006;Assesse;3613;3580;7193
92035;Eghezée;8101;8386;16487
92045;Floreffe;3989;4172;8161
92048;Fosses-la-Ville;5181;5245;10426
92054;Gesves;3604;3643;7247
92087;Mettet;6521;6740;13261
92094;Namen;54047;57556;111603
92097;Ohey;2593;2589;5182
92101;Profondeville;5989;6168;12157
92114;Sombreffe;4193;4240;8433
92137;Sambreville;13644;14674;28318
92138;Fernelmont;4006;4068;8074
92140;Jemeppe-sur-Sambre;9459;9723;19182
92141;La Bruyère;4549;4788;9337
92142;Gembloux;12977;13262;26239
93000;Arrondissement Philippeville;32656;33636;66292
93010;Cerfontaine;2494;2504;4998
93014;Couvin;6730;7070;13800
93018;Doische;1462;1500;2962
93022;Florennes;5571;5685;11256
93056;Philippeville;4611;4633;9244
93088;Walcourt;9000;9355;18355
93090;Viroinval;2788;2889;5677
