Timestamp,Validatiestatus,Afname (Kwh),Injectie (Kwh),Power(W),AC_Voltage,Temperature(℃),Grid_frequency,1h_Generated(kWh),daglicht(s),solstice_distance(days)
2021-09-01 00:00:00,Uitgelezen,0.078,0.0,,,,,,48696,73
2021-09-01 01:00:00,Uitgelezen,0.094,0.0,,,,,,48696,73
2021-09-01 02:00:00,Uitgelezen,0.089,0.0,,,,,,48696,73
2021-09-01 03:00:00,Uitgelezen,0.077,0.0,,,,,,48696,73
2021-09-01 04:00:00,Uitgelezen,0.095,0.0,,,,,,48696,73
2021-09-01 05:00:00,Uitgelezen,0.086,0.0,,,,,,48696,73
2021-09-01 06:00:00,Uitgelezen,0.079,0.0,17.11111111111111,235.0,30.8,50.3,0.0,48696,73
2021-09-01 07:00:00,Uitgelezen,0.089,0.0,115.75,237.1,35.0,50.04,0.09999999999990905,48696,73
2021-09-01 08:00:00,Uitgelezen,0.008,-0.019,173.91666666666666,238.6,36.4,50.03,0.09999999999990905,48696,73
2021-09-01 09:00:00,Uitgelezen,0.08,-0.074,323.8333333333333,235.1,37.7,50.02,0.3000000000001819,48696,73
2021-09-01 10:00:00,Uitgelezen,0.0,-0.164,547.3333333333334,240.9,40.5,50.06,0.5,48696,73
2021-09-01 11:00:00,Uitgelezen,0.0,-0.396,484.0833333333333,237.1,40.5,50.02,0.5,48696,73
2021-09-01 12:00:00,Uitgelezen,0.384,-0.253,528.4166666666666,239.0,40.8,50.05,0.5,48696,73
2021-09-01 13:00:00,Uitgelezen,0.021,-0.382,636.9166666666666,239.4,41.9,50.02,0.599999999999909,48696,73
2021-09-01 14:00:00,Uitgelezen,0.0,-0.499,405.4166666666667,235.5,41.3,50.01,0.3000000000001819,48696,73
2021-09-01 15:00:00,Uitgelezen,0.0,-0.27,382.75,235.4,40.4,50.01,0.40000000000009095,48696,73
2021-09-01 16:00:00,Uitgelezen,0.0,-0.239,293.25,234.0,40.0,50.03,0.1999999999998181,48696,73
2021-09-01 17:00:00,Uitgelezen,0.0,-0.165,142.25,234.3,39.3,50.07,0.09999999999990905,48696,73
2021-09-01 18:00:00,Uitgelezen,0.016,-0.022,100.41666666666667,237.9,38.5,50.04,0.09999999999990905,48696,73
2021-09-01 19:00:00,Uitgelezen,0.313,0.0,69.8,234.8,37.2,50.01,0.0,48696,73
2021-09-01 20:00:00,Uitgelezen,0.497,0.0,,,,,,48696,73
2021-09-01 21:00:00,Uitgelezen,0.323,0.0,,,,,,48696,73
2021-09-01 22:00:00,Uitgelezen,0.515,0.0,,,,,,48696,73
2021-09-01 23:00:00,Uitgelezen,0.106,0.0,,,,,,48696,73
2021-09-02 00:00:00,Uitgelezen,0.08499999999999999,0.0,,,,,,48470,74
2021-09-02 01:00:00,Uitgelezen,0.097,0.0,,,,,,48470,74
2021-09-02 02:00:00,Uitgelezen,0.088,0.0,,,,,,48470,74
2021-09-02 03:00:00,Uitgelezen,0.086,0.0,,,,,,48470,74
2021-09-02 04:00:00,Uitgelezen,0.089,0.0,,,,,,48470,74
2021-09-02 05:00:00,Uitgelezen,0.08900000000000001,0.0,,,,,,48470,74
2021-09-02 06:00:00,Uitgelezen,0.1,0.0,53.416666666666664,237.6,32.9,50.05,0.09999999999990905,48470,74
2021-09-02 07:00:00,Uitgelezen,0.056,0.0,220.58333333333334,238.1,35.9,50.19,0.20000000000027285,48470,74
2021-09-02 08:00:00,Uitgelezen,0.004,-0.098,454.1666666666667,238.3,38.9,50.08,0.3999999999996362,48470,74
2021-09-02 09:00:00,Uitgelezen,0.02,-0.331,1315.25,246.1,49.7,50.03,1.199999999999818,48470,74
2021-09-02 10:00:00,Uitgelezen,0.0,-1.156,1845.0,246.4,56.9,50.01,1.7000000000002728,48470,74
2021-09-02 11:00:00,Uitgelezen,0.0,-1.686,1434.9166666666667,247.9,57.2,50.05,1.400000000000091,48470,74
2021-09-02 12:00:00,Uitgelezen,0.02,-1.0779999999999998,1219.9166666666667,246.7,53.7,50.01,1.099999999999909,48470,74
2021-09-02 13:00:00,Uitgelezen,0.0,-1.034,1559.75,246.3,56.9,50.02,1.400000000000091,48470,74
2021-09-02 14:00:00,Uitgelezen,0.0,-1.3980000000000001,1618.9166666666667,248.1,57.4,50.02,1.3999999999996362,48470,74
2021-09-02 15:00:00,Uitgelezen,0.0,-1.355,988.9166666666666,243.0,54.1,50.01,0.8999999999996362,48470,74
2021-09-02 16:00:00,Uitgelezen,0.0,-0.845,583.1666666666666,238.4,49.2,50.05,0.5,48470,74
2021-09-02 17:00:00,Uitgelezen,0.532,-0.242,288.3333333333333,234.6,46.4,50.04,0.29999999999972715,48470,74
2021-09-02 18:00:00,Uitgelezen,0.007,-0.11900000000000001,98.5,235.3,42.7,50.04,0.09999999999990905,48470,74
2021-09-02 19:00:00,Uitgelezen,0.093,0.0,60.142857142857146,233.4,39.7,50.02,0.0,48470,74
2021-09-02 20:00:00,Uitgelezen,0.146,0.0,,,,,,48470,74
2021-09-02 21:00:00,Uitgelezen,0.203,0.0,,,,,,48470,74
2021-09-02 22:00:00,Uitgelezen,0.185,0.0,,,,,,48470,74
2021-09-02 23:00:00,Uitgelezen,0.089,0.0,,,,,,48470,74
2021-09-03 00:00:00,Uitgelezen,0.094,0.0,,,,,,48243,75
2021-09-03 01:00:00,Uitgelezen,0.088,0.0,,,,,,48243,75
2021-09-03 02:00:00,Uitgelezen,0.08499999999999999,0.0,,,,,,48243,75
2021-09-03 03:00:00,Uitgelezen,0.09,0.0,,,,,,48243,75
2021-09-03 04:00:00,Uitgelezen,0.083,0.0,,,,,,48243,75
2021-09-03 05:00:00,Uitgelezen,0.083,0.0,,,,,,48243,75
2021-09-03 06:00:00,Uitgelezen,0.09,0.0,65.58333333333333,238.1,33.4,50.1,0.1000000000003638,48243,75
2021-09-03 07:00:00,Uitgelezen,0.042,0.0,525.0,242.3,39.7,50.25,0.5,48243,75
2021-09-03 08:00:00,Uitgelezen,0.0,-0.439,1116.5,243.8,46.4,50.27,1.0,48243,75
2021-09-03 09:00:00,Uitgelezen,0.0,-0.928,1546.6666666666667,243.0,51.9,50.02,1.400000000000091,48243,75
2021-09-03 10:00:00,Uitgelezen,0.0,-1.381,1799.5,245.2,57.1,50.02,1.699999999999818,48243,75
2021-09-03 11:00:00,Uitgelezen,0.0,-1.682,1932.8333333333333,247.9,59.8,50.02,1.7999999999997272,48243,75
2021-09-03 12:00:00,Uitgelezen,0.0,-1.814,1934.8333333333333,246.1,60.6,50.03,1.7999999999997272,48243,75
2021-09-03 13:00:00,Uitgelezen,0.0,-1.7930000000000001,1810.1818181818182,246.3,60.5,50.02,1.7000000000002728,48243,75
2021-09-03 14:00:00,Uitgelezen,0.0,-1.663,1526.8333333333333,243.2,59.4,50.01,1.400000000000091,48243,75
2021-09-03 15:00:00,Uitgelezen,0.0,-1.407,1161.25,242.5,56.6,50.02,1.099999999999909,48243,75
2021-09-03 16:00:00,Uitgelezen,0.0,-1.04,695.0,236.9,52.2,50.06,0.6000000000003638,48243,75
2021-09-03 17:00:00,Uitgelezen,0.0,-0.569,250.08333333333334,235.3,47.9,50.04,0.29999999999972715,48243,75
2021-09-03 18:00:00,Uitgelezen,0.0,-0.15,91.08333333333333,235.7,43.4,50.05,0.09999999999990905,48243,75
2021-09-03 19:00:00,Uitgelezen,0.037000000000000005,-0.005,65.33333333333333,235.6,40.5,50.02,0.0,48243,75
2021-09-03 20:00:00,Uitgelezen,0.089,0.0,,,,,,48243,75
2021-09-03 21:00:00,Uitgelezen,0.08600000000000001,0.0,,,,,,48243,75
2021-09-03 22:00:00,Uitgelezen,0.086,0.0,,,,,,48243,75
2021-09-03 23:00:00,Uitgelezen,0.10200000000000001,0.0,,,,,,48243,75
2021-09-04 00:00:00,Uitgelezen,0.098,0.0,,,,,,48015,76
2021-09-04 01:00:00,Uitgelezen,0.08600000000000001,0.0,,,,,,48015,76
2021-09-04 02:00:00,Uitgelezen,0.086,0.0,,,,,,48015,76
2021-09-04 03:00:00,Uitgelezen,0.089,0.0,,,,,,48015,76
2021-09-04 04:00:00,Uitgelezen,0.082,0.0,,,,,,48015,76
2021-09-04 05:00:00,Uitgelezen,0.082,0.0,,,,,,48015,76
2021-09-04 06:00:00,Uitgelezen,0.091,0.0,35.45454545454545,237.0,33.8,50.02,0.0,48015,76
2021-09-04 07:00:00,Uitgelezen,0.073,0.0,114.33333333333333,237.2,36.5,50.03,0.1000000000003638,48015,76
2021-09-04 08:00:00,Uitgelezen,0.011,-0.023,176.33333333333334,238.6,37.6,50.03,0.09999999999990905,48015,76
2021-09-04 09:00:00,Uitgelezen,0.0,-0.092,296.8333333333333,238.3,38.3,50.02,0.3000000000001819,48015,76
2021-09-04 10:00:00,Uitgelezen,0.0,-0.164,383.25,238.5,39.3,50.02,0.3999999999996362,48015,76
2021-09-04 11:00:00,Uitgelezen,0.073,-0.23,435.25,238.0,40.3,50.01,0.40000000000009095,48015,76
2021-09-04 12:00:00,Uitgelezen,0.0,-0.298,682.5833333333334,241.7,42.7,50.02,0.6000000000003638,48015,76
2021-09-04 13:00:00,Uitgelezen,0.0,-0.473,1506.4166666666667,248.0,53.9,50.02,1.400000000000091,48015,76
2021-09-04 14:00:00,Uitgelezen,0.0,-1.289,1521.9166666666667,246.8,54.9,50.05,1.400000000000091,48015,76
2021-09-04 15:00:00,Uitgelezen,0.0,-1.343,1151.5833333333333,243.9,54.0,50.06,1.099999999999909,48015,76
2021-09-04 16:00:00,Uitgelezen,0.209,-0.611,667.6666666666666,238.1,50.2,50.03,0.599999999999909,48015,76
2021-09-04 17:00:00,Uitgelezen,0.894,-0.289,261.4166666666667,237.2,46.4,50.05,0.3000000000001819,48015,76
2021-09-04 18:00:00,Uitgelezen,0.319,-0.04,90.75,235.0,41.8,50.02,0.09999999999990905,48015,76
2021-09-04 19:00:00,Uitgelezen,0.064,-0.003,72.33333333333333,236.7,38.9,49.99,0.0,48015,76
2021-09-04 20:00:00,Uitgelezen,0.147,0.0,,,,,,48015,76
2021-09-04 21:00:00,Uitgelezen,0.124,0.0,,,,,,48015,76
2021-09-04 22:00:00,Uitgelezen,0.113,0.0,,,,,,48015,76
2021-09-04 23:00:00,Uitgelezen,0.11599999999999999,0.0,,,,,,48015,76
2021-09-05 00:00:00,Uitgelezen,0.095,0.0,,,,,,47787,77
2021-09-05 01:00:00,Uitgelezen,0.089,0.0,,,,,,47787,77
2021-09-05 02:00:00,Uitgelezen,0.086,0.0,,,,,,47787,77
2021-09-05 03:00:00,Uitgelezen,0.088,0.0,,,,,,47787,77
2021-09-05 04:00:00,Uitgelezen,0.088,0.0,,,,,,47787,77
2021-09-05 05:00:00,Uitgelezen,0.083,0.0,,,,,,47787,77
2021-09-05 06:00:00,Uitgelezen,0.09,0.0,63.54545454545455,237.1,33.2,50.04,0.0,47787,77
2021-09-05 07:00:00,Uitgelezen,0.055,0.0,447.9166666666667,241.6,39.2,50.03,0.40000000000009095,47787,77
2021-09-05 08:00:00,Uitgelezen,0.001,-0.374,1097.25,245.4,45.9,50.03,1.0,47787,77
2021-09-05 09:00:00,Uitgelezen,0.0,-0.9810000000000001,1514.0833333333333,244.9,51.2,50.04,1.3999999999996362,47787,77
2021-09-05 10:00:00,Uitgelezen,0.082,-1.115,1765.75,245.7,56.1,50.04,1.599999999999909,47787,77
2021-09-05 11:00:00,Uitgelezen,0.052,-1.442,1865.5,246.2,59.7,50.02,1.7000000000002728,47787,77
2021-09-05 12:00:00,Uitgelezen,0.0,-1.417,1859.5,248.0,60.4,50.03,1.699999999999818,47787,77
2021-09-05 13:00:00,Uitgelezen,0.0,-0.8879999999999999,1758.9166666666667,248.5,60.3,50.02,1.599999999999909,47787,77
2021-09-05 14:00:00,Uitgelezen,0.388,-0.802,1480.75,243.7,59.5,50.01,1.400000000000091,47787,77
2021-09-05 15:00:00,Uitgelezen,0.221,-0.827,1138.5833333333333,241.9,56.9,50.02,1.0,47787,77
2021-09-05 16:00:00,Uitgelezen,0.349,-0.644,669.4166666666666,240.3,52.6,50.01,0.599999999999909,47787,77
2021-09-05 17:00:00,Uitgelezen,0.0,-0.423,253.75,237.5,48.7,50.08,0.1999999999998181,47787,77
2021-09-05 18:00:00,Uitgelezen,0.22399999999999998,-0.10900000000000001,88.91666666666667,234.5,44.1,50.06,0.09999999999990905,47787,77
2021-09-05 19:00:00,Uitgelezen,0.886,0.0,59.4,233.4,41.2,50.04,0.0,47787,77
2021-09-05 20:00:00,Uitgelezen,0.18000000000000002,0.0,,,,,,47787,77
2021-09-05 21:00:00,Uitgelezen,0.206,0.0,,,,,,47787,77
2021-09-05 22:00:00,Uitgelezen,0.244,0.0,,,,,,47787,77
2021-09-05 23:00:00,Uitgelezen,0.157,0.0,,,,,,47787,77
2021-09-06 00:00:00,Uitgelezen,0.092,0.0,,,,,,47559,78
2021-09-06 01:00:00,Uitgelezen,0.089,0.0,,,,,,47559,78
2021-09-06 02:00:00,Uitgelezen,0.098,0.0,,,,,,47559,78
2021-09-06 03:00:00,Uitgelezen,0.095,0.0,,,,,,47559,78
2021-09-06 04:00:00,Uitgelezen,0.08399999999999999,0.0,,,,,,47559,78
2021-09-06 05:00:00,Uitgelezen,0.09,0.0,,,,,,47559,78
2021-09-06 06:00:00,Uitgelezen,0.092,0.0,55.833333333333336,237.0,33.7,50.01,0.09999999999990905,47559,78
2021-09-06 07:00:00,Uitgelezen,0.056999999999999995,0.0,453.0,239.2,39.8,50.04,0.40000000000009095,47559,78
2021-09-06 08:00:00,Uitgelezen,0.087,-0.335,1072.1666666666667,244.7,46.2,50.05,0.900000000000091,47559,78
2021-09-06 09:00:00,Uitgelezen,0.0,-0.9690000000000001,1454.3333333333333,244.5,52.2,50.03,1.400000000000091,47559,78
2021-09-06 10:00:00,Uitgelezen,0.0,-1.339,1603.6666666666667,243.9,56.7,50.01,1.5,47559,78
2021-09-06 11:00:00,Uitgelezen,0.0,-1.49,1611.5833333333333,244.5,57.4,50.01,1.5,47559,78
2021-09-06 12:00:00,Uitgelezen,0.0,-1.5070000000000001,1731.4166666666667,248.3,58.8,50.04,1.599999999999909,47559,78
2021-09-06 13:00:00,Uitgelezen,0.0,-1.612,1699.9166666666667,247.7,59.8,50.01,1.6000000000003638,47559,78
2021-09-06 14:00:00,Uitgelezen,0.0,-1.5859999999999999,957.5,242.7,57.9,50.02,0.900000000000091,47559,78
2021-09-06 15:00:00,Uitgelezen,0.0,-0.836,945.0833333333334,244.2,51.7,50.02,0.8999999999996362,47559,78
2021-09-06 16:00:00,Uitgelezen,0.0,-0.808,628.0833333333334,241.2,49.4,50.31,0.6000000000003638,47559,78
2021-09-06 17:00:00,Uitgelezen,0.23299999999999998,-0.364,228.83333333333334,237.4,49.4,50.05,0.1999999999998181,47559,78
2021-09-06 18:00:00,Uitgelezen,0.111,-0.051000000000000004,92.83333333333333,232.4,45.9,50.02,0.0,47559,78
2021-09-06 19:00:00,Uitgelezen,0.663,0.0,69.0,234.0,43.1,50.03,0.0,47559,78
2021-09-06 20:00:00,Uitgelezen,0.587,0.0,,,,,,47559,78
2021-09-06 21:00:00,Uitgelezen,0.113,0.0,,,,,,47559,78
2021-09-06 22:00:00,Uitgelezen,0.11699999999999999,0.0,,,,,,47559,78
2021-09-06 23:00:00,Uitgelezen,0.14200000000000002,0.0,,,,,,47559,78
2021-09-07 00:00:00,Uitgelezen,0.10500000000000001,0.0,,,,,,47330,79
2021-09-07 01:00:00,Uitgelezen,0.094,0.0,,,,,,47330,79
2021-09-07 02:00:00,Uitgelezen,0.095,0.0,,,,,,47330,79
2021-09-07 03:00:00,Uitgelezen,0.088,0.0,,,,,,47330,79
2021-09-07 04:00:00,Uitgelezen,0.088,0.0,,,,,,47330,79
2021-09-07 05:00:00,Uitgelezen,0.08499999999999999,0.0,,,,,,47330,79
2021-09-07 06:00:00,Uitgelezen,0.094,0.0,61.6,239.2,34.2,50.02,0.0,47330,79
2021-09-07 07:00:00,Uitgelezen,0.067,-0.002,331.9166666666667,238.2,39.1,50.06,0.40000000000009095,47330,79
2021-09-07 08:00:00,Uitgelezen,0.076,-0.215,927.0833333333334,242.5,45.3,50.04,0.8000000000001819,47330,79
2021-09-07 09:00:00,Uitgelezen,0.0,-0.8049999999999999,1358.3333333333333,244.1,51.6,50.02,1.300000000000182,47330,79
2021-09-07 10:00:00,Uitgelezen,0.0,-1.237,1626.5833333333333,244.7,56.3,50.22,1.5,47330,79
2021-09-07 11:00:00,Uitgelezen,0.0,-1.4849999999999999,1768.8333333333333,247.9,58.9,50.05,1.699999999999818,47330,79
2021-09-07 12:00:00,Uitgelezen,0.0,-1.646,1802.8333333333333,246.7,60.0,50.02,1.699999999999818,47330,79
2021-09-07 13:00:00,Uitgelezen,0.0,-1.653,1683.25,246.6,59.9,50.02,1.599999999999909,47330,79
2021-09-07 14:00:00,Uitgelezen,0.0,-1.537,1482.1666666666667,246.0,59.2,50.02,1.2999999999997272,47330,79
2021-09-07 15:00:00,Uitgelezen,0.0,-1.341,1119.5833333333333,241.8,56.2,50.05,1.0,47330,79
2021-09-07 16:00:00,Uitgelezen,0.075,-0.773,665.3333333333334,237.6,54.1,50.03,0.599999999999909,47330,79
2021-09-07 17:00:00,Uitgelezen,0.025,-0.438,271.4166666666667,236.0,50.5,50.17,0.3000000000001819,47330,79
2021-09-07 18:00:00,Uitgelezen,0.012,-0.087,92.25,235.1,47.1,50.03,0.0,47330,79
2021-09-07 19:00:00,Uitgelezen,0.081,0.0,69.4,233.7,44.0,50.02,0.0,47330,79
2021-09-07 20:00:00,Uitgelezen,0.351,0.0,,,,,,47330,79
2021-09-07 21:00:00,Uitgelezen,0.162,0.0,,,,,,47330,79
2021-09-07 22:00:00,Uitgelezen,0.101,0.0,,,,,,47330,79
2021-09-07 23:00:00,Uitgelezen,0.097,0.0,,,,,,47330,79
2021-09-08 00:00:00,Uitgelezen,0.10400000000000001,0.0,,,,,,47101,80
2021-09-08 01:00:00,Uitgelezen,0.09,0.0,,,,,,47101,80
2021-09-08 02:00:00,Uitgelezen,0.088,0.0,,,,,,47101,80
2021-09-08 03:00:00,Uitgelezen,0.086,0.0,,,,,,47101,80
2021-09-08 04:00:00,Uitgelezen,0.084,0.0,,,,,,47101,80
2021-09-08 05:00:00,Uitgelezen,0.09,0.0,,,,,,47101,80
2021-09-08 06:00:00,Uitgelezen,0.252,0.0,48.72727272727273,238.0,34.7,50.03,0.0,47101,80
2021-09-08 07:00:00,Uitgelezen,0.078,0.0,399.8333333333333,240.1,40.9,50.03,0.40000000000009095,47101,80
2021-09-08 08:00:00,Uitgelezen,0.001,-0.321,1071.0833333333333,243.3,48.0,50.02,0.900000000000091,47101,80
2021-09-08 09:00:00,Uitgelezen,0.0,-0.986,1461.75,243.7,53.7,50.04,1.300000000000182,47101,80
2021-09-08 10:00:00,Uitgelezen,0.0,-1.354,1713.75,244.1,58.3,50.03,1.599999999999909,47101,80
2021-09-08 11:00:00,Uitgelezen,0.0,-1.586,1813.5833333333333,247.5,61.0,50.02,1.6000000000003638,47101,80
2021-09-08 12:00:00,Uitgelezen,0.0,-1.692,1822.5,247.2,61.8,50.02,1.699999999999818,47101,80
2021-09-08 13:00:00,Uitgelezen,0.0,-1.69,1698.25,246.3,61.7,50.02,1.599999999999909,47101,80
2021-09-08 14:00:00,Uitgelezen,0.0,-1.5590000000000002,1425.5,244.9,60.5,50.02,1.300000000000182,47101,80
2021-09-08 15:00:00,Uitgelezen,0.0,-1.305,1069.4166666666667,241.0,57.7,50.02,1.0,47101,80
2021-09-08 16:00:00,Uitgelezen,0.0,-0.9590000000000001,538.0833333333334,236.2,52.2,50.05,0.5,47101,80
2021-09-08 17:00:00,Uitgelezen,0.0,-0.45299999999999996,219.83333333333334,236.2,48.0,50.02,0.1999999999998181,47101,80
2021-09-08 18:00:00,Uitgelezen,0.005,-0.10500000000000001,81.5,234.8,44.5,50.02,0.1000000000003638,47101,80
2021-09-08 19:00:00,Uitgelezen,0.09,0.0,71.66666666666667,234.9,43.1,50.03,0.0,47101,80
2021-09-08 20:00:00,Uitgelezen,0.174,0.0,,,,,,47101,80
2021-09-08 21:00:00,Uitgelezen,0.095,0.0,,,,,,47101,80
2021-09-08 22:00:00,Uitgelezen,0.096,0.0,,,,,,47101,80
2021-09-08 23:00:00,Uitgelezen,0.099,0.0,,,,,,47101,80
2021-09-09 00:00:00,Uitgelezen,0.087,0.0,,,,,,46871,81
2021-09-09 01:00:00,Uitgelezen,0.08299999999999999,0.0,,,,,,46871,81
2021-09-09 02:00:00,Uitgelezen,0.084,0.0,,,,,,46871,81
2021-09-09 03:00:00,Uitgelezen,0.091,0.0,,,,,,46871,81
2021-09-09 04:00:00,Uitgelezen,0.083,0.0,,,,,,46871,81
2021-09-09 05:00:00,Uitgelezen,0.08099999999999999,0.0,,,,,,46871,81
2021-09-09 06:00:00,Uitgelezen,0.085,0.0,54.54545454545455,237.2,35.8,50.02,0.09999999999990905,46871,81
2021-09-09 07:00:00,Uitgelezen,0.055,0.0,372.8333333333333,239.5,41.4,50.02,0.29999999999972715,46871,81
2021-09-09 08:00:00,Uitgelezen,0.0,-0.288,552.75,238.0,43.9,50.02,0.5,46871,81
2021-09-09 09:00:00,Uitgelezen,0.067,-0.40499999999999997,865.4166666666666,243.2,49.5,50.02,0.7999999999997272,46871,81
2021-09-09 10:00:00,Uitgelezen,0.0,-0.794,1671.9166666666667,243.4,57.4,50.02,1.5,46871,81
2021-09-09 11:00:00,Uitgelezen,0.0,-1.508,1367.0,245.6,59.6,50.31,1.2999999999997272,46871,81
2021-09-09 12:00:00,Uitgelezen,0.0,-1.345,1426.25,247.9,60.0,50.02,1.2999999999997272,46871,81
2021-09-09 13:00:00,Uitgelezen,0.0,-1.172,675.0833333333334,242.5,51.9,50.03,0.599999999999909,46871,81
2021-09-09 14:00:00,Uitgelezen,0.24,-0.45,732.0,240.7,50.0,50.02,0.599999999999909,46871,81
2021-09-09 15:00:00,Uitgelezen,0.20800000000000002,-0.42800000000000005,744.4166666666666,242.5,50.4,50.03,0.599999999999909,46871,81
2021-09-09 16:00:00,Uitgelezen,0.0,-0.494,344.0833333333333,233.9,48.9,50.03,0.3000000000001819,46871,81
2021-09-09 17:00:00,Uitgelezen,0.046,-0.026000000000000002,205.25,234.4,45.1,50.0,0.1999999999998181,46871,81
2021-09-09 18:00:00,Uitgelezen,0.28300000000000003,-0.026000000000000002,89.91666666666667,235.0,45.1,50.04,0.1000000000003638,46871,81
2021-09-09 19:00:00,Uitgelezen,0.5700000000000001,-0.003,74.0,229.9,43.9,49.96,0.0,46871,81
2021-09-09 20:00:00,Uitgelezen,0.41000000000000003,0.0,,,,,,46871,81
2021-09-09 21:00:00,Uitgelezen,0.267,0.0,,,,,,46871,81
2021-09-09 22:00:00,Uitgelezen,0.177,0.0,,,,,,46871,81
2021-09-09 23:00:00,Uitgelezen,0.096,0.0,,,,,,46871,81
2021-09-10 00:00:00,Uitgelezen,0.093,0.0,,,,,,46642,82
2021-09-10 01:00:00,Uitgelezen,0.084,0.0,,,,,,46642,82
2021-09-10 02:00:00,Uitgelezen,0.087,0.0,,,,,,46642,82
2021-09-10 03:00:00,Uitgelezen,0.093,0.0,,,,,,46642,82
2021-09-10 04:00:00,Uitgelezen,0.087,0.0,,,,,,46642,82
2021-09-10 05:00:00,Uitgelezen,0.078,0.0,,,,,,46642,82
2021-09-10 06:00:00,Uitgelezen,0.08600000000000001,0.0,56.2,235.6,35.7,50.02,0.09999999999990905,46642,82
2021-09-10 07:00:00,Uitgelezen,0.076,0.0,162.66666666666666,237.8,38.6,50.03,0.09999999999990905,46642,82
2021-09-10 08:00:00,Uitgelezen,0.017,-0.065,440.9166666666667,240.0,44.2,50.19,0.40000000000009095,46642,82
2021-09-10 09:00:00,Uitgelezen,0.0,-0.348,1055.9166666666667,243.2,49.9,50.03,0.900000000000091,46642,82
2021-09-10 10:00:00,Uitgelezen,0.27,-0.604,463.72727272727275,235.3,49.2,50.05,0.40000000000009095,46642,82
2021-09-10 11:00:00,Uitgelezen,0.0,-0.292,354.4166666666667,239.7,45.7,50.02,0.29999999999972715,46642,82
2021-09-10 12:00:00,Uitgelezen,0.0,-0.182,394.0,238.9,44.1,50.02,0.29999999999972715,46642,82
2021-09-10 13:00:00,Uitgelezen,0.0,-0.265,773.1666666666666,244.6,48.7,50.02,0.7000000000002728,46642,82
2021-09-10 14:00:00,Uitgelezen,0.0,-0.636,789.75,245.9,48.7,50.03,0.6999999999998181,46642,82
2021-09-10 15:00:00,Uitgelezen,0.077,-0.534,806.4166666666666,241.6,49.1,50.03,0.7000000000002728,46642,82
2021-09-10 16:00:00,Uitgelezen,0.097,-0.532,428.4166666666667,237.1,47.7,50.03,0.3000000000001819,46642,82
2021-09-10 17:00:00,Uitgelezen,0.006,-0.17300000000000001,253.83333333333334,240.2,44.4,50.05,0.1999999999998181,46642,82
2021-09-10 18:00:00,Uitgelezen,0.141,-0.107,81.75,236.6,42.2,50.02,0.09999999999990905,46642,82
2021-09-10 19:00:00,Uitgelezen,0.518,0.0,72.66666666666667,235.5,39.9,50.02,0.0,46642,82
2021-09-10 20:00:00,Uitgelezen,0.167,0.0,,,,,,46642,82
2021-09-10 21:00:00,Uitgelezen,0.16999999999999998,0.0,,,,,,46642,82
2021-09-10 22:00:00,Uitgelezen,0.185,0.0,,,,,,46642,82
2021-09-10 23:00:00,Uitgelezen,0.162,0.0,,,,,,46642,82
2021-09-11 00:00:00,Uitgelezen,0.11499999999999999,0.0,,,,,,46412,83
2021-09-11 01:00:00,Uitgelezen,0.097,0.0,,,,,,46412,83
2021-09-11 02:00:00,Uitgelezen,0.10500000000000001,0.0,,,,,,46412,83
2021-09-11 03:00:00,Uitgelezen,0.095,0.0,,,,,,46412,83
2021-09-11 04:00:00,Uitgelezen,0.099,0.0,,,,,,46412,83
2021-09-11 05:00:00,Uitgelezen,0.093,0.0,,,,,,46412,83
2021-09-11 06:00:00,Uitgelezen,0.099,0.0,0.0,238.2,30.5,50.02,0.0,46412,83
2021-09-11 07:00:00,Uitgelezen,0.096,0.0,97.16666666666667,238.9,36.0,50.05,0.1000000000003638,46412,83
2021-09-11 08:00:00,Uitgelezen,0.042,-0.026000000000000002,381.5,239.5,39.3,50.02,0.3999999999996362,46412,83
2021-09-11 09:00:00,Uitgelezen,0.018,-0.214,515.8333333333334,240.8,40.7,50.02,0.5,46412,83
2021-09-11 10:00:00,Uitgelezen,0.026,-0.38,637.3333333333334,239.6,41.2,50.02,0.6000000000003638,46412,83
2021-09-11 11:00:00,Uitgelezen,0.28500000000000003,-0.355,626.75,239.3,42.7,50.01,0.599999999999909,46412,83
2021-09-11 12:00:00,Uitgelezen,0.032,-0.51,776.1666666666666,245.6,48.3,50.02,0.6999999999998181,46412,83
2021-09-11 13:00:00,Uitgelezen,0.332,-0.569,734.3333333333334,238.8,47.7,50.02,0.6999999999998181,46412,83
2021-09-11 14:00:00,Uitgelezen,0.0,-0.5559999999999999,289.6666666666667,237.7,45.6,50.03,0.3000000000001819,46412,83
2021-09-11 15:00:00,Uitgelezen,0.012,-0.128,388.0833333333333,238.6,43.4,50.0,0.3999999999996362,46412,83
2021-09-11 16:00:00,Uitgelezen,0.0,-0.24,250.75,236.8,43.3,50.06,0.20000000000027285,46412,83
2021-09-11 17:00:00,Uitgelezen,0.952,-0.093,130.08333333333334,234.6,41.2,50.05,0.1999999999998181,46412,83
2021-09-11 18:00:00,Uitgelezen,0.17,0.0,83.9090909090909,235.3,39.6,50.05,0.0,46412,83
2021-09-11 19:00:00,Uitgelezen,0.715,0.0,,,,,,46412,83
2021-09-11 20:00:00,Uitgelezen,0.94,0.0,,,,,,46412,83
2021-09-11 21:00:00,Uitgelezen,0.258,0.0,,,,,,46412,83
